metric_id,name,description,baseUnit,statistic,value,tags
28435,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.295,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28435,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28488,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,25.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28488,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.295,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28488,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28541,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,25.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28541,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.295,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28541,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28594,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,25.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28594,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.295,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28594,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28647,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,25.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28647,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.295,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28647,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28700,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,25.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28700,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.295,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28700,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28753,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,25.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28753,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.295,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28753,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28806,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,25.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28806,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.295,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28806,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28859,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,25.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28859,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.295,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28859,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28912,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,25.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28912,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.295,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28912,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28965,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,25.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28965,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.295,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
28965,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29018,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,25.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29018,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.295,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29018,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29071,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,25.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29071,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.295,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29071,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29124,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,26.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29124,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.297,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29124,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29177,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,26.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29177,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.297,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29177,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29230,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,26.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29230,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.297,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29230,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29283,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,26.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29283,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.297,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29283,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29336,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,26.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29336,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.297,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29336,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29389,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,26.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29389,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.297,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29389,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29442,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,26.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29442,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.297,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29442,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29495,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,26.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29495,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.297,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29495,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29548,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,26.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29548,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.297,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29548,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29601,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,26.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29601,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.297,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29601,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29654,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,26.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29654,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.297,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29654,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29707,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,26.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29707,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.297,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29707,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29760,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,26.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29760,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.297,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29760,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29813,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,26.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29813,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.297,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29813,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29866,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,26.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29866,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.297,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29866,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29919,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,27.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29919,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.299,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29919,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29972,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,27.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29972,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.299,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
29972,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30025,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,27.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30025,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.299,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30025,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30078,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,27.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30078,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.299,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30078,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30131,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,27.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30131,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.299,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30131,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30184,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,27.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30184,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.299,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30184,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30237,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,27.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30237,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.299,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30237,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30290,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,27.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30290,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.299,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30290,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30343,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,27.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30343,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.299,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30343,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30396,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,27.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30396,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.299,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30396,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30449,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,27.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30449,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.299,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30449,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30502,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,27.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30502,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.299,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30502,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30555,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,27.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30555,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.299,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30555,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30608,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,27.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30608,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.299,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30608,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30661,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,27.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30661,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.299,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30661,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30714,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,28.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30714,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.302,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30714,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30767,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,28.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30767,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.302,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30767,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30820,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,28.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30820,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.302,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30820,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30873,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,28.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30873,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.302,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30873,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30926,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,28.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30926,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.302,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30926,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30979,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,28.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30979,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.302,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
30979,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31032,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,28.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31032,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.302,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31032,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31085,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,28.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31085,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.302,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31085,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31138,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,28.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31138,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.302,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31138,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31191,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,28.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31191,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.302,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31191,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31244,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,28.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31244,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.302,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31244,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31297,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,28.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31297,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.302,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31297,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31350,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,28.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31350,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.302,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31350,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31403,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,28.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31403,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.302,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31403,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31456,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,28.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31456,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.302,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31456,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31509,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,29.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31509,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.305,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31509,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.003,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31562,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,29.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31562,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.305,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31562,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31615,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,29.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31615,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.305,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31615,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31668,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,29.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31668,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.305,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31668,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31721,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,29.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31721,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.305,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31721,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31774,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,29.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
31774,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.305,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
