metric_id,name,description,baseUnit,statistic,value,tags
61401,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,66.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61401,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.372,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61401,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61454,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,66.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61454,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.372,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61454,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61507,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,66.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61507,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.372,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61507,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61560,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,66.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61560,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.372,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61560,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61613,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,66.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61613,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.372,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61613,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61666,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,67.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61666,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.374,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61666,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.002,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61719,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,67.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61719,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.374,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61719,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61772,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,67.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61772,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.374,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61772,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61825,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,67.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61825,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.374,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61825,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61878,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,67.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61878,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.374,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61878,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61931,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,67.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61931,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.374,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61931,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61984,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,67.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61984,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.374,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
61984,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62037,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,67.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62037,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.374,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62037,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62090,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,67.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62090,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.374,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62090,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62143,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,67.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62143,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.374,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62143,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62196,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,67.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62196,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.374,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62196,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62249,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,67.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62249,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.374,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62249,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62302,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,67.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62302,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.374,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62302,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62355,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,67.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62355,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.374,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62355,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62408,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,67.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62408,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.374,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62408,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62461,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,67.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62461,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.374,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62461,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62514,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,68.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62514,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.377,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62514,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62567,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,68.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62567,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.377,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62567,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62620,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,68.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62620,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.377,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62620,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62673,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,68.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62673,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.377,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62673,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62726,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,68.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62726,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.377,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62726,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62779,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,68.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62779,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.377,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62779,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62832,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,68.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62832,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.377,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62832,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62885,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,68.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62885,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.377,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62885,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62938,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,68.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62938,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.377,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62938,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62991,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,68.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62991,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.377,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
62991,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63044,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,68.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63044,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.377,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63044,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63097,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,68.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63097,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.377,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63097,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63150,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,68.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63150,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.377,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63150,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63203,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,68.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63203,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.377,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63203,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63256,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,68.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63256,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.377,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63256,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63309,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,69.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63309,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.378,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63309,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63362,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,69.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63362,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.378,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63362,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63415,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,69.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63415,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.378,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63415,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63468,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,69.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63468,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.378,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63468,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63521,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,69.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63521,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.378,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63521,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63574,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,69.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63574,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.378,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63574,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63627,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,69.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63627,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.378,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63627,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63680,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,69.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63680,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.378,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63680,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63733,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,69.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63733,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.378,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63733,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63786,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,69.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63786,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.378,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63786,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63839,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,69.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63839,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.378,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63839,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63892,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,69.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63892,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.378,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63892,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63945,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,69.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63945,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.378,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63945,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63998,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,69.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63998,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.378,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
63998,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64051,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,69.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64051,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.378,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64051,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64104,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,70.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64104,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.38,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64104,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64157,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,70.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64157,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.38,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64157,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64210,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,70.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64210,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.38,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64210,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64263,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,70.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64263,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.38,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64263,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64316,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,70.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64316,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.38,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64316,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64369,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,70.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64369,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.38,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64369,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64422,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,70.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64422,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.38,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64422,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64475,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,70.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64475,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.38,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64475,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64528,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,70.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64528,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.38,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64528,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64581,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,70.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64581,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.38,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64581,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64634,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,70.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64634,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.38,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64634,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64687,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,70.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64687,jvm.gc.pause,Time spent in GC pause,seconds,TOTAL_TIME,0.38,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64687,jvm.gc.pause,Time spent in GC pause,seconds,MAX,0.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
64740,jvm.gc.pause,Time spent in GC pause,seconds,COUNT,70.0,cause: G1 Evacuation Pause; action: end of minor GC; gc: G1 Young Generation
