metric_id,name,description,baseUnit,statistic,value,tags
17500,http.server.requests,,seconds,TOTAL_TIME,9.848142296999999,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17500,http.server.requests,,seconds,MAX,0.000714837,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17553,http.server.requests,,seconds,COUNT,15780.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17553,http.server.requests,,seconds,TOTAL_TIME,9.884131840999999,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17553,http.server.requests,,seconds,MAX,0.000713835,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17606,http.server.requests,,seconds,COUNT,15879.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17606,http.server.requests,,seconds,TOTAL_TIME,9.921603754,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17606,http.server.requests,,seconds,MAX,0.000721774,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17659,http.server.requests,,seconds,COUNT,15978.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17659,http.server.requests,,seconds,TOTAL_TIME,9.959861934,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17659,http.server.requests,,seconds,MAX,0.000716551,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17712,http.server.requests,,seconds,COUNT,16077.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17712,http.server.requests,,seconds,TOTAL_TIME,9.994662926,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17712,http.server.requests,,seconds,MAX,0.001415228,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17765,http.server.requests,,seconds,COUNT,16176.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17765,http.server.requests,,seconds,TOTAL_TIME,10.02785055,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17765,http.server.requests,,seconds,MAX,0.000453302,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17818,http.server.requests,,seconds,COUNT,16274.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17818,http.server.requests,,seconds,TOTAL_TIME,10.060931698000001,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17818,http.server.requests,,seconds,MAX,0.001049652,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17871,http.server.requests,,seconds,COUNT,16373.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17871,http.server.requests,,seconds,TOTAL_TIME,10.09807457,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17871,http.server.requests,,seconds,MAX,0.000691132,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17924,http.server.requests,,seconds,COUNT,16472.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17924,http.server.requests,,seconds,TOTAL_TIME,10.134319343,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17924,http.server.requests,,seconds,MAX,0.000664723,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17977,http.server.requests,,seconds,COUNT,16571.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17977,http.server.requests,,seconds,TOTAL_TIME,10.170159264,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
17977,http.server.requests,,seconds,MAX,0.00111951,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18030,http.server.requests,,seconds,COUNT,16670.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18030,http.server.requests,,seconds,TOTAL_TIME,10.203447387,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18030,http.server.requests,,seconds,MAX,0.000739728,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18083,http.server.requests,,seconds,COUNT,16769.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18083,http.server.requests,,seconds,TOTAL_TIME,10.237482201,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18083,http.server.requests,,seconds,MAX,0.000900805,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18136,http.server.requests,,seconds,COUNT,16868.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18136,http.server.requests,,seconds,TOTAL_TIME,10.27088429,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18136,http.server.requests,,seconds,MAX,0.000751934,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18189,http.server.requests,,seconds,COUNT,16967.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18189,http.server.requests,,seconds,TOTAL_TIME,10.304963885,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18189,http.server.requests,,seconds,MAX,0.000783655,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18242,http.server.requests,,seconds,COUNT,17066.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18242,http.server.requests,,seconds,TOTAL_TIME,10.34074464,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18242,http.server.requests,,seconds,MAX,0.000504457,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18295,http.server.requests,,seconds,COUNT,17165.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18295,http.server.requests,,seconds,TOTAL_TIME,10.375726491,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18295,http.server.requests,,seconds,MAX,0.000693733,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18348,http.server.requests,,seconds,COUNT,17264.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18348,http.server.requests,,seconds,TOTAL_TIME,10.408352928,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18348,http.server.requests,,seconds,MAX,0.000768405,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18401,http.server.requests,,seconds,COUNT,17363.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18401,http.server.requests,,seconds,TOTAL_TIME,10.44196942,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18401,http.server.requests,,seconds,MAX,0.000419864,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18454,http.server.requests,,seconds,COUNT,17462.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18454,http.server.requests,,seconds,TOTAL_TIME,10.475623679,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18454,http.server.requests,,seconds,MAX,0.00073194,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18507,http.server.requests,,seconds,COUNT,17561.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18507,http.server.requests,,seconds,TOTAL_TIME,10.512105165,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18507,http.server.requests,,seconds,MAX,0.0011082,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18560,http.server.requests,,seconds,COUNT,17660.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18560,http.server.requests,,seconds,TOTAL_TIME,10.548674262999999,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18560,http.server.requests,,seconds,MAX,0.000760161,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18613,http.server.requests,,seconds,COUNT,17759.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18613,http.server.requests,,seconds,TOTAL_TIME,10.58179876,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18613,http.server.requests,,seconds,MAX,0.000462709,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18666,http.server.requests,,seconds,COUNT,17858.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18666,http.server.requests,,seconds,TOTAL_TIME,10.61607896,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18666,http.server.requests,,seconds,MAX,0.00040252,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18719,http.server.requests,,seconds,COUNT,17957.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18719,http.server.requests,,seconds,TOTAL_TIME,10.647928865,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18719,http.server.requests,,seconds,MAX,0.000836114,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18772,http.server.requests,,seconds,COUNT,18056.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18772,http.server.requests,,seconds,TOTAL_TIME,10.680326763,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18772,http.server.requests,,seconds,MAX,0.000672242,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18825,http.server.requests,,seconds,COUNT,18155.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18825,http.server.requests,,seconds,TOTAL_TIME,10.712720715,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18825,http.server.requests,,seconds,MAX,0.000411192,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18878,http.server.requests,,seconds,COUNT,18254.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18878,http.server.requests,,seconds,TOTAL_TIME,10.74605508,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18878,http.server.requests,,seconds,MAX,0.000383558,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18931,http.server.requests,,seconds,COUNT,18353.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18931,http.server.requests,,seconds,TOTAL_TIME,10.779919505999999,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18931,http.server.requests,,seconds,MAX,0.000870822,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18984,http.server.requests,,seconds,COUNT,18451.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18984,http.server.requests,,seconds,TOTAL_TIME,10.813522340999999,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
18984,http.server.requests,,seconds,MAX,0.000826021,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19037,http.server.requests,,seconds,COUNT,18550.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19037,http.server.requests,,seconds,TOTAL_TIME,10.848429357,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19037,http.server.requests,,seconds,MAX,0.000964871,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19090,http.server.requests,,seconds,COUNT,18649.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19090,http.server.requests,,seconds,TOTAL_TIME,10.881048325000002,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19090,http.server.requests,,seconds,MAX,0.000858903,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19143,http.server.requests,,seconds,COUNT,18748.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19143,http.server.requests,,seconds,TOTAL_TIME,10.917729625,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19143,http.server.requests,,seconds,MAX,0.000918555,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19196,http.server.requests,,seconds,COUNT,18847.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19196,http.server.requests,,seconds,TOTAL_TIME,10.954700389,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19196,http.server.requests,,seconds,MAX,0.000640925,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19249,http.server.requests,,seconds,COUNT,18946.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19249,http.server.requests,,seconds,TOTAL_TIME,10.989761398999999,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19249,http.server.requests,,seconds,MAX,0.000821191,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19302,http.server.requests,,seconds,COUNT,19045.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19302,http.server.requests,,seconds,TOTAL_TIME,11.026999818,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19302,http.server.requests,,seconds,MAX,0.001149774,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19355,http.server.requests,,seconds,COUNT,19144.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19355,http.server.requests,,seconds,TOTAL_TIME,11.059372776,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19355,http.server.requests,,seconds,MAX,0.000451887,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19408,http.server.requests,,seconds,COUNT,19243.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19408,http.server.requests,,seconds,TOTAL_TIME,11.094288258999999,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19408,http.server.requests,,seconds,MAX,0.000835974,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19461,http.server.requests,,seconds,COUNT,19342.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19461,http.server.requests,,seconds,TOTAL_TIME,11.130058445,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19461,http.server.requests,,seconds,MAX,0.000776222,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19514,http.server.requests,,seconds,COUNT,19441.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19514,http.server.requests,,seconds,TOTAL_TIME,11.165603395,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19514,http.server.requests,,seconds,MAX,0.000784928,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19567,http.server.requests,,seconds,COUNT,19540.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19567,http.server.requests,,seconds,TOTAL_TIME,11.202598182,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19567,http.server.requests,,seconds,MAX,0.000945799,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19620,http.server.requests,,seconds,COUNT,19639.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19620,http.server.requests,,seconds,TOTAL_TIME,11.240951183,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19620,http.server.requests,,seconds,MAX,0.000793862,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19673,http.server.requests,,seconds,COUNT,19738.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19673,http.server.requests,,seconds,TOTAL_TIME,11.273864991,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19673,http.server.requests,,seconds,MAX,0.000804399,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19726,http.server.requests,,seconds,COUNT,19837.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19726,http.server.requests,,seconds,TOTAL_TIME,11.308686894000001,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19726,http.server.requests,,seconds,MAX,0.000848849,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19779,http.server.requests,,seconds,COUNT,19936.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19779,http.server.requests,,seconds,TOTAL_TIME,11.340875939,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19779,http.server.requests,,seconds,MAX,0.000951509,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19832,http.server.requests,,seconds,COUNT,20035.0,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19832,http.server.requests,,seconds,TOTAL_TIME,11.373544144,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
19832,http.server.requests,,seconds,MAX,0.000826308,"exception: none; method: GET; error: none; uri: /actuator/metrics/{requiredMetricName}, /actuator/metrics; outcome: CLIENT_ERROR, SUCCESS; status: 404, 200"
