metric_id,name,description,baseUnit,statistic,value,tags
30327,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
30327,http.server.requests.active,,seconds,DURATION,0.00015436,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
30380,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
30380,http.server.requests.active,,seconds,DURATION,0.000168854,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
30433,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
30433,http.server.requests.active,,seconds,DURATION,0.000157519,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
30486,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
30486,http.server.requests.active,,seconds,DURATION,0.00021887,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
30539,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
30539,http.server.requests.active,,seconds,DURATION,0.000177603,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
30592,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
30592,http.server.requests.active,,seconds,DURATION,0.000151304,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
30645,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
30645,http.server.requests.active,,seconds,DURATION,0.000175756,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
30698,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
30698,http.server.requests.active,,seconds,DURATION,0.000213263,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
30751,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
30751,http.server.requests.active,,seconds,DURATION,0.000192504,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
30804,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
30804,http.server.requests.active,,seconds,DURATION,0.000166605,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
30857,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
30857,http.server.requests.active,,seconds,DURATION,0.000132633,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
30910,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
30910,http.server.requests.active,,seconds,DURATION,0.000149199,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
30963,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
30963,http.server.requests.active,,seconds,DURATION,0.000174539,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31016,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31016,http.server.requests.active,,seconds,DURATION,0.000197831,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31069,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31069,http.server.requests.active,,seconds,DURATION,0.000185921,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31122,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31122,http.server.requests.active,,seconds,DURATION,0.000149047,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31175,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31175,http.server.requests.active,,seconds,DURATION,0.000197504,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31228,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31228,http.server.requests.active,,seconds,DURATION,0.000184156,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31281,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31281,http.server.requests.active,,seconds,DURATION,0.000200891,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31334,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31334,http.server.requests.active,,seconds,DURATION,0.000187214,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31387,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31387,http.server.requests.active,,seconds,DURATION,0.000162433,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31440,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31440,http.server.requests.active,,seconds,DURATION,0.000150783,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31493,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31493,http.server.requests.active,,seconds,DURATION,0.000157297,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31546,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31546,http.server.requests.active,,seconds,DURATION,0.000179974,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31599,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31599,http.server.requests.active,,seconds,DURATION,0.000156691,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31652,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31652,http.server.requests.active,,seconds,DURATION,0.00014496,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31705,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31705,http.server.requests.active,,seconds,DURATION,0.000194636,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31758,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31758,http.server.requests.active,,seconds,DURATION,0.000195959,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31811,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31811,http.server.requests.active,,seconds,DURATION,0.000188974,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31864,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31864,http.server.requests.active,,seconds,DURATION,0.000190981,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31917,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31917,http.server.requests.active,,seconds,DURATION,0.000149056,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31970,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
31970,http.server.requests.active,,seconds,DURATION,0.000188059,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32023,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32023,http.server.requests.active,,seconds,DURATION,0.000193246,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32076,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32076,http.server.requests.active,,seconds,DURATION,0.000153726,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32129,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32129,http.server.requests.active,,seconds,DURATION,0.000183645,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32182,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32182,http.server.requests.active,,seconds,DURATION,0.000213306,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32235,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32235,http.server.requests.active,,seconds,DURATION,0.000160926,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32288,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32288,http.server.requests.active,,seconds,DURATION,0.000200849,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32341,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32341,http.server.requests.active,,seconds,DURATION,0.000200498,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32394,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32394,http.server.requests.active,,seconds,DURATION,0.000207878,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32447,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32447,http.server.requests.active,,seconds,DURATION,0.000171979,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32500,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32500,http.server.requests.active,,seconds,DURATION,0.00015444,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32553,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32553,http.server.requests.active,,seconds,DURATION,0.000181232,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32606,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32606,http.server.requests.active,,seconds,DURATION,0.000200219,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32659,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32659,http.server.requests.active,,seconds,DURATION,0.000176461,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32712,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32712,http.server.requests.active,,seconds,DURATION,0.000168451,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32765,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32765,http.server.requests.active,,seconds,DURATION,0.000136958,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32818,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32818,http.server.requests.active,,seconds,DURATION,0.000125033,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32871,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32871,http.server.requests.active,,seconds,DURATION,0.000160985,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32924,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32924,http.server.requests.active,,seconds,DURATION,0.000155298,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32977,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
32977,http.server.requests.active,,seconds,DURATION,0.00019161,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33030,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33030,http.server.requests.active,,seconds,DURATION,0.000179933,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33083,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33083,http.server.requests.active,,seconds,DURATION,0.00018867,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33136,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33136,http.server.requests.active,,seconds,DURATION,0.000140568,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
38489,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
38489,http.server.requests.active,,seconds,DURATION,0.000173546,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33189,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33189,http.server.requests.active,,seconds,DURATION,0.000177799,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33242,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33242,http.server.requests.active,,seconds,DURATION,0.00014691,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33295,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33295,http.server.requests.active,,seconds,DURATION,0.000162942,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33348,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33348,http.server.requests.active,,seconds,DURATION,0.000143519,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33401,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33401,http.server.requests.active,,seconds,DURATION,0.000144651,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33454,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33454,http.server.requests.active,,seconds,DURATION,0.000142076,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33507,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33507,http.server.requests.active,,seconds,DURATION,0.000129096,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33560,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33560,http.server.requests.active,,seconds,DURATION,0.00016715,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33613,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33613,http.server.requests.active,,seconds,DURATION,0.000157081,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33666,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33666,http.server.requests.active,,seconds,DURATION,0.000146193,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33719,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33719,http.server.requests.active,,seconds,DURATION,0.000158202,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33772,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33772,http.server.requests.active,,seconds,DURATION,0.000163222,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33825,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33825,http.server.requests.active,,seconds,DURATION,0.000173849,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33878,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33878,http.server.requests.active,,seconds,DURATION,0.000172715,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33931,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33931,http.server.requests.active,,seconds,DURATION,0.000161692,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33984,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
33984,http.server.requests.active,,seconds,DURATION,0.000154958,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34037,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34037,http.server.requests.active,,seconds,DURATION,0.000142242,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34090,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34090,http.server.requests.active,,seconds,DURATION,0.000125361,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34143,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34143,http.server.requests.active,,seconds,DURATION,0.000149653,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34196,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34196,http.server.requests.active,,seconds,DURATION,0.00015228,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34249,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34249,http.server.requests.active,,seconds,DURATION,0.00015262,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34302,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34302,http.server.requests.active,,seconds,DURATION,0.000158133,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34355,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34355,http.server.requests.active,,seconds,DURATION,0.000167009,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34408,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34408,http.server.requests.active,,seconds,DURATION,0.000193355,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34461,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34461,http.server.requests.active,,seconds,DURATION,0.000205782,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34514,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34514,http.server.requests.active,,seconds,DURATION,0.000178804,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34567,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34567,http.server.requests.active,,seconds,DURATION,0.000202003,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34620,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34620,http.server.requests.active,,seconds,DURATION,0.000194553,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34673,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34673,http.server.requests.active,,seconds,DURATION,0.000157068,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34726,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34726,http.server.requests.active,,seconds,DURATION,0.000143877,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34779,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34779,http.server.requests.active,,seconds,DURATION,0.000203208,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34832,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34832,http.server.requests.active,,seconds,DURATION,0.00014651,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34885,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34885,http.server.requests.active,,seconds,DURATION,0.000148453,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34938,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34938,http.server.requests.active,,seconds,DURATION,0.000169245,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34991,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
34991,http.server.requests.active,,seconds,DURATION,0.000156684,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35044,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35044,http.server.requests.active,,seconds,DURATION,0.000169915,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35097,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35097,http.server.requests.active,,seconds,DURATION,0.000147159,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35150,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35150,http.server.requests.active,,seconds,DURATION,0.000165976,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35203,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35203,http.server.requests.active,,seconds,DURATION,0.00015608,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35256,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35256,http.server.requests.active,,seconds,DURATION,0.000164799,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35309,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35309,http.server.requests.active,,seconds,DURATION,0.000166625,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35362,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35362,http.server.requests.active,,seconds,DURATION,0.000157294,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35415,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35415,http.server.requests.active,,seconds,DURATION,0.000195193,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35468,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35468,http.server.requests.active,,seconds,DURATION,0.000181102,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35521,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35521,http.server.requests.active,,seconds,DURATION,0.000190401,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35574,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35574,http.server.requests.active,,seconds,DURATION,0.000145094,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35627,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35627,http.server.requests.active,,seconds,DURATION,0.000143462,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35680,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35680,http.server.requests.active,,seconds,DURATION,0.00015016,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
35733,http.server.requests.active,,seconds,ACTIVE_TASKS,1.0,exception: none; method: GET; uri: UNKNOWN; outcome: SUCCESS; status: 200
